,url_id,tag,fbref_name,key,first_name,second_name,id,full_name,keep
24054,1ae30132,Phil-Bardsley,Phillip Anthony Bardsley,0,Phil,Bardsley,334,Phil Bardsley,True
24727,3a24769f,Ross-Barkley,Ross Barkley,0,Ross,Barkley,149,Ross Barkley,True
25345,2691c772,Ashley-Barnes,Ashley Luke Barnes,0,Ashley,Barnes,93,Ashley Barnes,True
26166,3ea50f67,Harvey-Barnes,Harvey Barnes,0,Harvey,Barnes,642,Harvey Barnes,True
27102,7dbbe367,Gareth-Barry,Gareth Barry,0,Gareth,Barry,151,Gareth Barry,True
27672,18e96f64,Kyle-Bartley,Kyle Louis Bartley,0,Kyle,Bartley,485,Kyle Bartley,True
27960,2973d8ff,Michy-Batshuayi,Michy Batshuayi Tunga,0,Michy,Batshuayi,113,Michy Batshuayi,True
28936,cfe6238d,Moritz-Bauer,Moritz Bauer,0,Moritz,Bauer,594,Moritz Bauer,True
29535,4115ce4e,Jan-Bednarek,Jan Bednarek,0,Jan,Bednarek,315,Jan Bednarek,True
30415,f874dd44,Hector-Bellerin,Héctor Bellerín Moruno,0,Héctor,Bellerín,7,Héctor Bellerín,True
31321,8309b068,Yohan-Benalouane,Yohan Benalouane,0,Yohan,Benalouane,195,Yohan Benalouane,True
31880,ab070c55,Christian-Benteke,Christian Benteke Liolo,0,Christian,Benteke,134,Christian Benteke,True
32808,25b166d0,Saido-Berahino,Saido Berahino,0,Saido,Berahino,349,Saido Berahino,True
34057,01226327,Ryan-Bertrand,Ryan Dominic Bertrand,0,Ryan,Bertrand,307,Ryan Bertrand,True
35179,d328a254,Philip-Billing,Philip Anyabwu Billing,0,Philip,Billing,175,Philip Billing,True
36042,7f4f3e49,Mame-Biram-Diouf,Mame Biram Diouf,0,Mame Biram,Diouf,348,Mame Biram Diouf,True
36593,691bef82,Daley-Blind,Daley Blind,0,Daley,Blind,270,Daley Blind,True
37029,fe012aca,Jeremie-Boga,Jeremie Boga,0,Jeremie,Boga,509,Jeremie Boga,True
37734,715fc0fe,Yannick-Bolasie,Yannick Bolasie,0,Yannick,Bolasie,147,Yannick Bolasie,True
38243,cfd5e123,Gaetan-Bong,Thomas Gaëtan Bong,0,Gaëtan,Bong,59,Gaëtan Bong,True
39321,61abe9b6,Wilfried-Bony,Wilfried Guemiand Bony,0,Wilfried,Bony,542,Wilfried Bony,True
39894,b0c71810,Sofiane-Boufal,Sofiane Boufal,0,Sofiane,Boufal,322,Sofiane Boufal,True
41084,10072610,Claudio-Bravo,Claudio Andrés Bravo Muñoz,0,Claudio,Bravo,241,Claudio Bravo,True
41951,356a9a62,Miguel-Britos,Miguel Ángel Britos Cabrera,0,Miguel,Britos,402,Miguel Britos,True
42539,b92dd711,Leon-Britton,Leon James Britton,0,Leon,Britton,361,Leon Britton,True
42789,bf54c8cc,Izzy-Brown,Isaiah Brown,0,Isaiah,Brown,481,Isaiah Brown,True
43418,78803d03,Bruno,Bruno Saltor Grau,0,Bruno,Saltor Grau,58,Bruno Saltor Grau,True
44587,ec7e6ad1,Chris-Brunt,Christopher Brunt,0,Chris,Brunt,434,Chris Brunt,True
45241,f631c17f,Oliver-Burke,Oliver Jasen Burke,0,Oliver,Burke,524,Oliver Burke,True
45729,cc70a1d5,Jack-Butland,Jack Butland,0,Jack,Butland,328,Jack Butland,True
46551,1bf811d4,Sam-Byram,Samuel Mark Byram,0,Sam,Byram,445,Sam Byram,True
47403,ad7b19ef,Yohan-Cabaye,Yohan Cabaye,0,Yohan,Cabaye,129,Yohan Cabaye,True
48007,7914b9fe,Gary-Cahill,Gary James Cahill,0,Gary,Cahill,98,Gary Cahill,True
48742,59e6e5bf,Dominic-Calvert-Lewin,Dominic Nathaniel Calvert-Lewin,0,Dominic,Calvert-Lewin,159,Dominic Calvert-Lewin,True
49614,1a160ea3,Geoff-Cameron,Geoffrey Scott Cameron,0,Geoff,Cameron,331,Geoff Cameron,True
50769,a65ce836,Emre-Can,Emre Can,0,Emre,Can,227,Emre Can,True
52127,ab7263c1,Michael-Carrick,Michael Carrick,0,Michael,Carrick,276,Michael Carrick,True
52971,7527558b,Andre-Carrillo,André Martín Carrillo Díaz,0,André,Carrillo,527,André Carrillo,True
53491,8f898ba8,Guido-Carrillo,Guido Marcelo Carrillo,0,Guido,Carrillo,607,Guido Carrillo,True
55535,89e4b358,Craig-Cathcart,Craig George Cathcart,0,Craig,Cathcart,399,Craig Cathcart,True
56873,5b54bf3b,Nacer-Chadli,Nacer Chadli,0,Nacer,Chadli,427,Nacer Chadli,True
57471,422862ea,Nathaniel-Chalobah,Nathaniel Nyakie Chalobah,0,Nathaniel,Chalobah,112,Nathaniel Chalobah,True
57607,dc6f5bdd,Calum-Chambers,Calum Chambers,0,Calum,Chambers,480,Calum Chambers,True
58496,d2424d1b,Ben-Chilwell,Ben Chilwell,0,Benjamin,Chilwell,196,Benjamin Chilwell,True
59159,7d2d3329,Hamza-Choudhury,Hamza Choudhury,0,Hamza,Choudhury,571,Hamza Choudhury,True
59669,1cb49278,Andreas-Christensen,Andreas Bodtker Christensen,0,Andreas,Christensen,470,Andreas Christensen,True
61201,2b91cf8e,Ciaran-Clark,Ciaran Clark,0,Ciaran,Clark,289,Ciaran Clark,True
62611,987718f5,Sam-Clucas,Samuel Raymond Clucas,0,Sam,Clucas,519,Sam Clucas,True
63053,0442183b,Nathaniel-Clyne,Nathaniel Edwin Clyne,0,Nathaniel,Clyne,217,Nathaniel Clyne,True
64663,c61f1719,James-Collins,James Michael Collins,0,James,Collins,441,James Collins,True
64751,2afc7272,Lewis-Cook,Lewis John Cook,0,Lewis,Cook,46,Lewis Cook,True
65385,3e5e4e63,Steve-Cook,Steve Anthony Cook,0,Steve,Cook,33,Steve Cook,True
66009,a6951bf8,Francis-Coquelin,Francis Coquelin,0,Francis,Coquelin,20,Francis Coquelin,True
66751,74e12f1e,Jack-Cork,Jack Frank Porteous Cork,0,Jack,Cork,90,Jack Cork,True
67413,1840e36d,Thibaut-Courtois,Thibaut Nicolas Marc Courtois,0,Thibaut,Courtois,94,Thibaut Courtois,True
68237,0ef89a37,Philippe-Coutinho,Philippe Coutinho Correia,0,Philippe,Coutinho,226,Philippe Coutinho,True
68816,9e53837d,Martin-Cranie,Martin James Cranie,0,Martin,Cranie,168,Martin Cranie,True
69841,4f974391,Aaron-Cresswell,Aaron William Cresswell,0,Aaron,Cresswell,443,Aaron Cresswell,True
70332,73d9bdc7,Peter-Crouch,Peter James Crouch,0,Peter,Crouch,347,Peter Crouch,True
71162,f6d7d690,Josh-Cullen,Josh Cullen,0,Josh,Cullen,597,Josh Cullen,True
72159,94b2001f,Danilo,Danilo Luiz da Silva,0,Danilo Luiz,da Silva,483,Danilo Luiz da Silva,True
72625,52105203,Scott-Dann,Scott Dann,0,Scott,Dann,118,Scott Dann,True
73492,cde3309f,Karl-Darlow,Karl Darlow,0,Karl,Darlow,287,Karl Darlow,True
74118,96e0490d,Matteo-Darmian,Matteo Darmian,0,Matteo,Darmian,268,Matteo Darmian,True
74916,44781702,Ben-Davies,Benjamin Thomas Davies,0,Ben,Davies,381,Ben Davies,True
75266,9228b07c,Tom-Davies,Tom Davies,0,Tom,Davies,156,Tom Davies,True
76120,cf15bbb1,Steven-Davis,Steven Davis,0,Steven,Davis,316,Steven Davis,True
76927,3e9e06cb,Craig-Dawson,Craig Dawson,0,Craig,Dawson,424,Craig Dawson,True
77551,82e34b69,Troy-Deeney,Troy Matthew Deeney,0,Troy,Deeney,417,Troy Deeney,True
77697,f1e8372d,Jermain-Defoe,Jermain Colin Defoe,0,Jermain,Defoe,52,Jermain Defoe,True
78392,73489527,Steven-Defour,Steven Arnold Defour,0,Steven,Defour,85,Steven Defour,True
79098,210d9ecb,Damien-Delaney,Damien Finbarr Delaney,0,Damien,Delaney,121,Damien Delaney,True
79909,111c3236,Fabian-Delph,Fabian Delph,0,Fabian,Delph,246,Fabian Delph,True
80742,f7ee69fb,Mousa-Dembele,Mousa Sidi Yaya Dembélé,0,Mousa,Dembélé,385,Mousa Dembélé,True
81126,aa5859cb,Laurent-Depoitre,Laurent Depoitre,0,Laurent,Depoitre,187,Laurent Depoitre,True
82002,25f50295,Mike-van-der-Hoorn,Mike van der Hoorn,0,Mike,van der Hoorn,356,Mike van der Hoorn,True
82738,39583cfd,Gerard-Deulofeu,Gerard Deulofeu Lázaro,0,Gerard,Deulofeu,609,Gerard Deulofeu,True
83101,d07e3b41,Fousseni-Diabate,Fousseni Diabaté,0,Fousseni,Diabaté,601,Fousseni Diabaté,True
83855,b7d082af,Mohamed-Diame,Mohamed Diamé,0,Mohamed,Diamé,298,Mohamed Diamé,True
85270,ac861941,Eric-Dier,Eric Jeremy Edgar Dier,0,Eric,Dier,384,Eric Dier,True
85959,02b29014,Abdoulaye-Doucoure,Abdoulaye Doucouré,0,Abdoulaye,Doucouré,414,Abdoulaye Doucouré,True
86841,2649ff32,Danny-Drinkwater,Daniel Noel Drinkwater,0,Daniel,Drinkwater,202,Daniel Drinkwater,True
88059,7314bba4,Shane-Duffy,Shane Patrick Michael Duffy,0,Shane,Duffy,56,Shane Duffy,True
89024,3fe6bd8c,Paul-Dummett,Paul Dummett,0,Paul,Dummett,291,Paul Dummett,True
89352,282f75f3,Lewis-Dunk,Lewis Carl Dunk,0,Lewis,Dunk,55,Lewis Dunk,True
90422,6dfd5af0,Nathan-Dyer,Nathan Antone Jonah Dyer,0,Nathan,Dyer,366,Nathan Dyer,True
90902,3bb7b8b4,Ederson,Ederson Moraes,0,Ederson,Santana de Moraes,240,Ederson Santana de Moraes,True
92254,b1b25949,Rob-Elliot,Robert Elliot,0,Robert,Elliot,286,Robert Elliot,True
92538,47a34c4f,Mohamed-Elneny,Mohamed Naser Elsayad Elneny,0,Mohamed,Elneny,22,Mohamed Elneny,True
93684,980522ec,Christian-Eriksen,Christian Dannemann Eriksen,0,Christian,Eriksen,387,Christian Eriksen,True
95105,51a3caf1,Patrice-Evra,Patrice Latyr Evra,0,Patrice,Evra,626,Patrice Evra,True
96769,87575fd9,Marouane-Fellaini,Marouane Fellaini-Bakkioui,0,Marouane,Fellaini,275,Marouane Fellaini,True
97598,e5d01ecf,Kiko-Femenia,Francisco Femenía Far,0,Francisco,Femenía Far,407,Francisco Femenía Far,True
98185,3cefa66a,Leroy-Fer,Leroy Johan Fer,0,Leroy,Fer,365,Leroy Fer,True
98968,3bb625ac,Edimilson-Fernandes,Edimilson Fernandes,0,Edimilson,Fernandes,456,Edimilson Fernandes,True
99469,f25b010f,Federico-Fernandez,Federico Fernández,0,Federico,Fernández,354,Federico Fernández,True
99970,101da2b5,Fernandinho,Fernando Luiz Rosa,0,Fernando,Luiz Rosa,250,Fernando Luiz Rosa,True
100875,bd8a7d05,Sam-Field,Sam Field,0,Sam,Field,433,Sam Field,True
101243,4c370d81,Roberto-Firmino,Roberto Firmino Barbosa de Oliveira,0,Roberto,Firmino,235,Roberto Firmino,True
102034,184e4970,Darren-Fletcher,Darren Barr Fletcher,0,Darren,Fletcher,346,Darren Fletcher,True
102570,ed1e53f3,Phil-Foden,Phil Foden,0,Phil,Foden,492,Phil Foden,True
103932,c3e39f12,Fraser-Forster,Fraser Gerard Forster,0,Fraser,Forster,306,Fraser Forster,True
104745,d0b3ceb9,Ben-Foster,Ben Anthony Foster,0,Ben,Foster,421,Ben Foster,True
104993,a9142dc3,Timothy-Fosu-Mensah,Timothy Fosu-Mensah,0,Timothy,Fosu-Mensah,269,Timothy Fosu-Mensah,True
105498,1e0b6a73,Simon-Francis,Simon Charles Francis,0,Simon,Francis,32,Simon Francis,True
106160,d56543a0,Ryan-Fraser,Ryan Fraser,0,Ryan,Fraser,47,Ryan Fraser,True
107017,a67a09fb,Christian-Fuchs,Christian Fuchs,0,Christian,Fuchs,192,Christian Fuchs,True
107887,434ad289,Jay-Fulton,Jay Fulton,0,Jay,Fulton,362,Jay Fulton,True
108252,89cbc961,Ramiro-Funes-Mori,Ramiro José Funes Mori,0,Ramiro,Funes Mori,142,Ramiro Funes Mori,True
109128,8f866fe8,Manolo-Gabbiadini,Manolo Gabbiadini,0,Manolo,Gabbiadini,327,Manolo Gabbiadini,True
109730,bd1d1cbb,Jesus-Gamez,Jesús Gámez Duarte,0,Jesús,Gámez Duarte,293,Jesús Gámez Duarte,True
110203,72c812f3,Idrissa-Gana-Gueye,Idrissa Gana Gueye,0,Idrissa,Gueye,155,Idrissa Gueye,True
111032,e58a03c6,Dwight-Gayle,Dwight Devon Boyd Gayle,0,Dwight,Gayle,301,Dwight Gayle,True
111814,63d17038,Paulo-Gazzaniga,Paulo Dino Gazzaniga,0,Paulo,Gazzaniga,565,Paulo Gazzaniga,True
112505,46ee5234,Kieran-Gibbs,Kieran James Ricardo Gibbs,0,Kieran,Gibbs,8,Kieran Gibbs,True
112702,16ceb862,Olivier-Giroud,Olivier Giroud,0,Olivier,Giroud,25,Olivier Giroud,True
113297,56f6f826,Connor-Goldson,Connor Lambert Goldson,0,Connor,Goldson,61,Connor Goldson,True
114410,d596e193,Heurelho-Gomes,Heurelho da Silva Gomes,0,Heurelho,Gomes,397,Heurelho Gomes,True
114814,7a11550b,Joe-Gomez,Joseph Dave Gomez,0,Joseph,Gomez,218,Joseph Gomez,True
115214,7fec31a0,Dan-Gosling,Daniel Gosling,0,Dan,Gosling,43,Dan Gosling,True
116253,9dab6e3b,Lee-Grant,Lee Anderson Grant,0,Lee,Grant,329,Lee Grant,True
116994,c24dba2a,Andre-Gray,Andre Anthony Gray,0,Andre,Gray,92,Andre Gray,True
117377,4468ec10,Demarai-Gray,Demarai Ramelle Gray,0,Demarai,Gray,203,Demarai Gray,True
117835,8aec0537,Pascal-Gross,Pascal Groß,0,Pascal,Groß,70,Pascal Groß,True
119949,9aa186b2,Florent-Hadergjonaj,Florent Hadergjonaj,0,Florent,Hadergjonaj,521,Florent Hadergjonaj,True
121249,d822a850,Ben-Hamer,Benjamin John Hamer,0,Ben,Hamer,190,Ben Hamer,True
122232,3c066877,Rekeem-Harper,Rekeem Harper,0,Rekeem,Harper,507,Rekeem Harper,True
123337,c951a6df,Isaac-Hayden,Isaac Scot Hayden,0,Isaac,Hayden,496,Isaac Hayden,True
123711,a39bb753,Eden-Hazard,Eden Michael Hazard,0,Eden,Hazard,104,Eden Hazard,True
125104,91bdc54a,Michael-Hefele,Michael Hefele,0,Michael,Hefele,167,Michael Hefele,True
127113,935e6b8f,Jordan-Henderson,Jordan Brian Henderson,0,Jordan,Henderson,225,Jordan Henderson,True
127565,989d5705,Jeff-Hendrick,Jeffrey Patrick Hendrick,0,Jeff,Hendrick,86,Jeff Hendrick,True
128264,76eca7e2,Wayne-Hennessey,Wayne Robert Hennessey,0,Wayne,Hennessey,115,Wayne Hennessey,True
129383,189cee7b,Javier-Hernandez,Javier Hernández Balcázar,0,Javier,Hernández Balcázar,487,Javier Hernández Balcázar,True
129769,436a9dd0,Ander-Herrera,Ander Herrera Agüera,0,Ander,Herrera,278,Ander Herrera,True
131129,875898c7,Wesley-Hoedt,Wesley Hoedt,0,Wesley,Hoedt,525,Wesley Hoedt,True
131581,9306d5ea,Jonathan-Hogg,Jonathan Lee Hogg,0,Jonathan,Hogg,174,Jonathan Hogg,True
131997,d79a8c87,Rob-Holding,Rob Holding,0,Rob,Holding,11,Rob Holding,True
133177,12aa7661,Jose-Holebas,José LIoyd Holebas,0,José,Holebas,401,José Holebas,True
133487,d0042ab9,Mason-Holgate,Mason Holgate,0,Mason,Holgate,144,Mason Holgate,True
134082,15f3ec41,Callum-Hudson-Odoi,Callum Hudson-Odoi,0,Callum,Hudson-Odoi,583,Callum Hudson-Odoi,True
135133,a0666d3e,Will-Hughes,William James Hughes,0,Will,Hughes,416,Will Hughes,True
135865,a36d4785,Jordan-Hugill,Jordan Hugill,0,Jordan,Hugill,622,Jordan Hugill,True
135938,f42456eb,Uwe-Hunemeier,Uwe Hünemeier,0,Uwe,Hünemeier,57,Uwe Hünemeier,True
136577,3be1a627,Emerson-Hyndman,Emerson Hyndman,0,Emerson,Hyndman,584,Emerson Hyndman,True
137590,8b04d6c1,Pierre-Hojbjerg,Pierre-Emile Højbjerg,0,Pierre-Emile,Højbjerg,321,Pierre-Emile Højbjerg,True
137861,9f736ed2,Jordon-Ibe,Jordon Femi Ashley Ibe,0,Jordon,Ibe,45,Jordon Ibe,True
138733,ad1ffcfd,Vicente-Iborra,Vicente Iborra de la Fuente,0,Vicente,Iborra,208,Vicente Iborra,True
140030,c92e1a31,Kelechi-Iheanacho,Kelechi Promise Iheanacho,0,Kelechi,Iheanacho,258,Kelechi Iheanacho,True
142160,bcf30f17,Stephen-Ireland,Stephen James Ireland,0,Stephen,Ireland,590,Stephen Ireland,True
142356,6ca5ec4b,Alex-Iwobi,Alex Iwobi,0,Alex,Iwobi,21,Alex Iwobi,True
143076,ca2bc3df,Jose-Izquierdo,José Heriberto Izquierdo Mena,0,José Heriberto,Izquierdo Mena,517,José Heriberto Izquierdo Mena,True
143835,3233eefd,Phil-Jagielka,Philip Nikodem Jagielka,0,Phil,Jagielka,140,Phil Jagielka,True
146120,45da6694,Daryl-Janmaat,Daryl Janmaat,0,Daryl,Janmaat,404,Daryl Janmaat,True
146745,31dce0c8,Vincent-Janssen,Vincent Petrus Anna Sebastiaan Janssen,0,Vincent,Janssen,395,Vincent Janssen,True
147330,4a537185,Jese,Jesé Rodríguez Ruiz,0,Jesé,Rodríguez Ruiz,512,Jesé Rodríguez Ruiz,True
147856,b66315ae,Gabriel-Jesus,Gabriel Fernando de Jesus,0,Gabriel Fernando,de Jesus,259,Gabriel Fernando de Jesus,True
148608,8cceca90,Glen-Johnson,Glen McLeod Cooper Johnson,0,Glen,Johnson,335,Glen Johnson,True
149166,def899bd,Phil-Jones,Philip Anthony Jones,0,Phil,Jones,264,Phil Jones,True
151295,914ab9a1,Christian-Kabasele,Christian Kabasele,0,Christian,Kabasele,403,Christian Kabasele,True
152292,5bddccc9,Elias-Kachunga,Elias Kachunga,0,Elias,Kachunga,181,Elias Kachunga,True
153861,21a66f6a,Harry-Kane,Harry Edward Kane,0,Harry,Kane,394,Harry Kane,True
154124,b9fbae28,NGolo-Kante,N'Golo Kanté,0,N'Golo,Kanté,111,N'Golo Kanté,True
154924,32e7ce92,Loris-Karius,Loris Sven Karius,0,Loris,Karius,214,Loris Karius,True
155845,85b011bb,Orestis-Karnezis,Orestis Spiridon Karnezis,0,Orestis,Karnezis,536,Orestis Karnezis,True
156002,26679cdf,Beram-Kayal,Beram Kayal,0,Beram,Kayal,64,Beram Kayal,True
156781,c5b7c315,Michael-Keane,Michael Vincent Keane,0,Michael,Keane,146,Michael Keane,True
157384,d7492450,Martin-Kelly,Martin Ronald Kelly,0,Martin,Kelly,120,Martin Kelly,True
158246,5eebbfdf,Kenedy,Robert Kenedy Nunes do Nascimento,0,Robert Kenedy,Nunes do Nascimento,110,Robert Kenedy Nunes do Nascimento,True
158721,099e666f,Jonjoe-Kenny,Jonjoe Kenny,0,Jonjoe,Kenny,145,Jonjoe Kenny,True
159865,43458538,Joshua-King,Joshua Christian Kojo King,0,Joshua,King,51,Joshua King,True
160672,15fd5593,Davy-Klaassen,Davy Klaassen,0,Davy,Klaassen,158,Davy Klaassen,True
161400,008a6e6d,Ragnar-Klavan,Ragnar Klavan,0,Ragnar,Klavan,220,Ragnar Klavan,True
161823,6c679c6d,Anthony-Knockaert,Anthony Knockaert,0,Anthony,Knockaert,62,Anthony Knockaert,True
163370,d2bff301,Vincent-Kompany,Vincent Jean Mpoy Kompany,0,Vincent,Kompany,244,Vincent Kompany,True
163948,1f9a3a04,Terence-Kongolo,Terence Kongolo,0,Terence,Kongolo,591,Terence Kongolo,True
164341,f5efb153,Laurent-Koscielny,Laurent Koscielny,0,Laurent,Koscielny,4,Laurent Koscielny,True
165604,8d3c902d,Cheikhou-Kouyate,Cheikhou Kouyaté,0,Cheikhou,Kouyaté,451,Cheikhou Kouyaté,True
166878,580d52dd,Grzegorz-Krychowiak,Grzegorz Krychowiak,0,Grzegorz,Krychowiak,533,Grzegorz Krychowiak,True
167165,1931bde9,Rajiv-van-La-Parra,Rajiv van La Parra,0,Rajiv,van La Parra,173,Rajiv van La Parra,True
167595,9dbb75ca,Alexandre-Lacazette,Alexandre Lacazette,0,Alexandre,Lacazette,28,Alexandre Lacazette,True
168402,da2b8db3,Freddie-Ladapo,Olayinka Fredrick Oladotun Ladapo,0,Olayinka Fredrick Oladotun,Ladapo,505,Olayinka Fredrick Oladotun Ladapo,True
169171,99813635,Adam-Lallana,Adam David Lallana,0,Adam,Lallana,228,Adam Lallana,True
170029,abe66106,Erik-Lamela,Erik Manuel Lamela,0,Erik,Lamela,386,Erik Lamela,True
170782,26f6dca8,Manuel-Lanzini,Manuel Lanzini,0,Manuel,Lanzini,453,Manuel Lanzini,True
171156,119b9a8e,Aymeric-Laporte,Aymeric Laporte,0,Aymeric,Laporte,612,Aymeric Laporte,True
171839,450ab6fc,Jamaal-Lascelles,Jamaal Lascelles,0,Jamaal,Lascelles,290,Jamaal Lascelles,True
172490,6eaed4eb,Florian-Lejeune,Florian Gregoire Claude Lejeune,0,Florian,Lejeune,294,Florian Lejeune,True
173182,2b471f99,Mario-Lemina,Mario Lemina,0,Mario,Lemina,500,Mario Lemina,True
173509,2ff964a0,Aaron-Lennon,Aaron Justin Lennon,0,Aaron,Lennon,153,Aaron Lennon,True
174407,f5deef4c,Victor-Lindelof,Victor Jörgen Nilsson Lindelöf,0,Victor,Lindelöf,273,Victor Lindelöf,True
175060,810e3c74,Jesse-Lingard,Jesse Ellis Lingard,0,Jesse,Lingard,279,Jesse Lingard,True
175920,b98570d1,Jake-Livermore,Jake Cyril Livermore,0,Jake,Livermore,426,Jake Livermore,True
176489,82dbf623,Fernando-Llorente,Fernando Javier Llorente Torres,0,Fernando,Llorente,371,Fernando Llorente,True
177137,8f62b6ee,Hugo-Lloris,Hugo Lloris,0,Hugo,Lloris,375,Hugo Lloris,True
177371,6cc47ae1,Jurgen-Locadia,Jürgen Locadia,0,Jürgen,Locadia,604,Jürgen Locadia,True
178082,e97fd090,Ruben-Loftus-Cheek,Ruben Ira Loftus-Cheek,0,Ruben,Loftus-Cheek,108,Ruben Loftus-Cheek,True
179319,5a4280b1,Kevin-Long,Kevin Finbarr Long,0,Kevin,Long,80,Kevin Long,True
180296,9f472354,Shane-Long,Shane Patrick Long,0,Shane,Long,325,Shane Long,True
180728,7c104bb7,Ademola-Lookman,Ademola Lookman,0,Ademola,Lookman,157,Ademola Lookman,True
181389,939bc634,Jonas-Lossl,Jonas Lössl,0,Jonas,Lössl,163,Jonas Lössl,True
182099,1a2935f6,Dejan-Lovren,Dejan Lovren,0,Dejan,Lovren,215,Dejan Lovren,True
182685,c6896eab,Chris-Lowe,Chris Löwe,0,Chris,Löwe,165,Chris Löwe,True
183197,9a9c05db,Matthew-Lowton,Matthew John Lowton,0,Matthew,Lowton,76,Matthew Lowton,True
183879,c0e27d1a,David-Luiz,David Luiz Moreira Marinho,0,David,Luiz Moreira Marinho,101,David Luiz Moreira Marinho,True
184770,5eae500a,Romelu-Lukaku,Romelu Menama Lukaku,0,Romelu,Lukaku,285,Romelu Lukaku,True
185613,0c61c77c,Dodi-Lukebakio,Dodi Lukebakio,0,Dodi,Lukebakio,615,Dodi Lukebakio,True
185874,199ff86e,Levi-Lumeka,Levi Lumeka,0,Levi,Lumeka,544,Levi Lumeka,True
186603,d8931174,Harry-Maguire,Jacob Harry Maguire,0,Harry,Maguire,198,Harry Maguire,True
187251,892d5bb1,Riyad-Mahrez,Riyad Mahrez,0,Riyad,Mahrez,199,Riyad Mahrez,True
187656,e3a5814e,Ainsley-Maitland-Niles,Ainsley Cory Maitland-Niles,0,Ainsley,Maitland-Niles,546,Ainsley Maitland-Niles,True
188530,f15a50e8,Scott-Malone,Scott Liam Malone,0,Scott,Malone,462,Scott Malone,True
189230,c691bfe2,Sadio-Mane,Sadio Mané,0,Sadio,Mané,230,Sadio Mané,True
